HOUR,COUNTY_DESC,REPORT_TYPE,COUNT
11,Harford,Injury Crash,321
11,Harford,Property Damage Crash,776
11,Howard,Fatal Crash,4
11,Howard,Injury Crash,317
11,Howard,Property Damage Crash,851
11,Kent,Injury Crash,28
11,Kent,Property Damage Crash,42
11,Montgomery,Fatal Crash,7
11,Montgomery,Injury Crash,1467
11,Montgomery,Property Damage Crash,2768
11,Prince Georges,Fatal Crash,12
11,Prince Georges,Injury Crash,1445
11,Prince Georges,Property Damage Crash,4150
11,Queen Annes,Fatal Crash,1
11,Queen Annes,Injury Crash,71
11,Queen Annes,Property Damage Crash,205
11,Somerset,Fatal Crash,4
11,Somerset,Injury Crash,32
11,Somerset,Property Damage Crash,48
11,St. Marys,Fatal Crash,6
11,St. Marys,Injury Crash,226
11,St. Marys,Property Damage Crash,338
11,Talbot,Injury Crash,98
11,Talbot,Property Damage Crash,233
11,Washington,Fatal Crash,4
11,Washington,Injury Crash,267
11,Washington,Property Damage Crash,625
11,Wicomico,Fatal Crash,2
11,Wicomico,Injury Crash,285
11,Wicomico,Property Damage Crash,493
11,Worcester,Fatal Crash,5
11,Worcester,Injury Crash,170
11,Worcester,Property Damage Crash,372
12,Allegany,Fatal Crash,2
12,Allegany,Injury Crash,97
12,Allegany,Property Damage Crash,169
12,Anne Arundel,Fatal Crash,14
12,Anne Arundel,Injury Crash,1253
12,Anne Arundel,Property Damage Crash,2555
12,Baltimore,Fatal Crash,5
12,Baltimore,Injury Crash,1845
12,Baltimore,Property Damage Crash,6724
12,Baltimore City,Fatal Crash,5
12,Baltimore City,Injury Crash,1938
12,Baltimore City,Property Damage Crash,4699
12,Calvert,Fatal Crash,4
12,Calvert,Injury Crash,136
12,Calvert,Property Damage Crash,290
12,Caroline,Fatal Crash,2
12,Caroline,Injury Crash,54
12,Caroline,Property Damage Crash,116
12,Carroll,Fatal Crash,2
12,Carroll,Injury Crash,210
12,Carroll,Property Damage Crash,559
12,Cecil,Fatal Crash,6
12,Cecil,Injury Crash,205
12,Cecil,Property Damage Crash,448
12,Charles,Fatal Crash,5
12,Charles,Injury Crash,327
12,Charles,Property Damage Crash,763
12,Dorchester,Fatal Crash,3
12,Dorchester,Injury Crash,84
12,Dorchester,Property Damage Crash,125
12,Frederick,Fatal Crash,8
12,Frederick,Injury Crash,465
12,Frederick,Property Damage Crash,860
12,Garrett,Fatal Crash,4
12,Garrett,Injury Crash,69
12,Garrett,Property Damage Crash,111
12,Harford,Fatal Crash,6
12,Harford,Injury Crash,374
12,Harford,Property Damage Crash,929
12,Howard,Fatal Crash,8
12,Howard,Injury Crash,343
12,Howard,Property Damage Crash,893
12,Kent,Injury Crash,29
12,Kent,Property Damage Crash,51
12,Montgomery,Fatal Crash,6
12,Montgomery,Injury Crash,1613
12,Montgomery,Property Damage Crash,3205
12,Prince Georges,Fatal Crash,16
12,Prince Georges,Injury Crash,1544
12,Prince Georges,Property Damage Crash,4584
12,Queen Annes,Fatal Crash,2
12,Queen Annes,Injury Crash,106
12,Queen Annes,Property Damage Crash,191
12,Somerset,Fatal Crash,3
12,Somerset,Injury Crash,34
12,Somerset,Property Damage Crash,81
12,St. Marys,Fatal Crash,3
12,St. Marys,Injury Crash,279
12,St. Marys,Property Damage Crash,428
12,Talbot,Fatal Crash,3
12,Talbot,Injury Crash,140
12,Talbot,Property Damage Crash,251
12,Washington,Fatal Crash,3
12,Washington,Injury Crash,305
12,Washington,Property Damage Crash,697
12,Wicomico,Fatal Crash,1
12,Wicomico,Injury Crash,359
12,Wicomico,Property Damage Crash,638
12,Worcester,Fatal Crash,3
12,Worcester,Injury Crash,166
12,Worcester,Property Damage Crash,363
13,Allegany,Fatal Crash,3
13,Allegany,Injury Crash,103
13,Allegany,Property Damage Crash,182
13,Anne Arundel,Fatal Crash,23
13,Anne Arundel,Injury Crash,1196
13,Anne Arundel,Property Damage Crash,2639
13,Baltimore,Fatal Crash,16
13,Baltimore,Injury Crash,1754
13,Baltimore,Property Damage Crash,5613
13,Baltimore City,Fatal Crash,5
13,Baltimore City,Injury Crash,2016
13,Baltimore City,Property Damage Crash,4877
13,Calvert,Fatal Crash,2
13,Calvert,Injury Crash,152
13,Calvert,Property Damage Crash,301
13,Caroline,Fatal Crash,1
13,Caroline,Injury Crash,68
13,Caroline,Property Damage Crash,103
13,Carroll,Fatal Crash,4
13,Carroll,Injury Crash,206
13,Carroll,Property Damage Crash,517
13,Cecil,Fatal Crash,9
13,Cecil,Injury Crash,202
13,Cecil,Property Damage Crash,433
13,Charles,Fatal Crash,2
13,Charles,Injury Crash,366
13,Charles,Property Damage Crash,812
13,Dorchester,Fatal Crash,2
13,Dorchester,Injury Crash,72
13,Dorchester,Property Damage Crash,117
13,Frederick,Fatal Crash,7
13,Frederick,Injury Crash,417
13,Frederick,Property Damage Crash,857
13,Garrett,Fatal Crash,6
13,Garrett,Injury Crash,75
13,Garrett,Property Damage Crash,124
13,Harford,Fatal Crash,6
13,Harford,Injury Crash,421
13,Harford,Property Damage Crash,854
13,Howard,Fatal Crash,5
13,Howard,Injury Crash,359
13,Howard,Property Damage Crash,1014
13,Kent,Fatal Crash,2
13,Kent,Injury Crash,29
13,Kent,Property Damage Crash,58
13,Montgomery,Fatal Crash,8
13,Montgomery,Injury Crash,1666
13,Montgomery,Property Damage Crash,3204
13,Prince Georges,Fatal Crash,17
13,Prince Georges,Injury Crash,1664
13,Prince Georges,Property Damage Crash,4827
13,Queen Annes,Fatal Crash,1
13,Queen Annes,Injury Crash,86
13,Queen Annes,Property Damage Crash,207
13,Somerset,Fatal Crash,3
13,Somerset,Injury Crash,26
13,Somerset,Property Damage Crash,76
13,St. Marys,Fatal Crash,3
13,St. Marys,Injury Crash,255
13,St. Marys,Property Damage Crash,375
13,Talbot,Fatal Crash,1
13,Talbot,Injury Crash,137
13,Talbot,Property Damage Crash,237
13,Washington,Fatal Crash,7
13,Washington,Injury Crash,308
13,Washington,Property Damage Crash,654
13,Wicomico,Fatal Crash,6
13,Wicomico,Injury Crash,348
13,Wicomico,Property Damage Crash,554
13,Worcester,Fatal Crash,2
13,Worcester,Injury Crash,172
13,Worcester,Property Damage Crash,331
14,Allegany,Fatal Crash,3
14,Allegany,Injury Crash,136
14,Allegany,Property Damage Crash,208
14,Anne Arundel,Fatal Crash,7
14,Anne Arundel,Injury Crash,1376
14,Anne Arundel,Property Damage Crash,3022
14,Baltimore,Fatal Crash,20
14,Baltimore,Injury Crash,2167
14,Baltimore,Property Damage Crash,6276
14,Baltimore City,Fatal Crash,1
14,Baltimore City,Injury Crash,2220
14,Baltimore City,Property Damage Crash,4862
14,Calvert,Fatal Crash,2
14,Calvert,Injury Crash,156
14,Calvert,Property Damage Crash,315
14,Caroline,Fatal Crash,2
14,Caroline,Injury Crash,82
14,Caroline,Property Damage Crash,132
14,Carroll,Fatal Crash,7
14,Carroll,Injury Crash,264
14,Carroll,Property Damage Crash,605
14,Cecil,Fatal Crash,6
14,Cecil,Injury Crash,228
14,Cecil,Property Damage Crash,443
14,Charles,Fatal Crash,7
14,Charles,Injury Crash,399
14,Charles,Property Damage Crash,844
14,Dorchester,Injury Crash,92
14,Dorchester,Property Damage Crash,151
14,Frederick,Fatal Crash,3
14,Frederick,Injury Crash,507
14,Frederick,Property Damage Crash,1005
14,Garrett,Fatal Crash,3
14,Garrett,Injury Crash,78
14,Garrett,Property Damage Crash,128
14,Harford,Fatal Crash,7
14,Harford,Injury Crash,431
14,Harford,Property Damage Crash,1002
14,Howard,Fatal Crash,8
14,Howard,Injury Crash,445
14,Howard,Property Damage Crash,1266
14,Kent,Fatal Crash,2
14,Kent,Injury Crash,44
14,Kent,Property Damage Crash,57
14,Montgomery,Fatal Crash,6
14,Montgomery,Injury Crash,1801
14,Montgomery,Property Damage Crash,3538
14,Prince Georges,Fatal Crash,20
14,Prince Georges,Injury Crash,1951
14,Prince Georges,Property Damage Crash,5573
14,Queen Annes,Fatal Crash,1
14,Queen Annes,Injury Crash,104
14,Queen Annes,Property Damage Crash,202
14,Somerset,Fatal Crash,1
14,Somerset,Injury Crash,46
14,Somerset,Property Damage Crash,86
14,St. Marys,Fatal Crash,3
14,St. Marys,Injury Crash,261
14,St. Marys,Property Damage Crash,429
14,Talbot,Injury Crash,122
14,Talbot,Property Damage Crash,245
14,Washington,Fatal Crash,6
14,Washington,Injury Crash,346
14,Washington,Property Damage Crash,760
14,Wicomico,Fatal Crash,6
14,Wicomico,Injury Crash,353
14,Wicomico,Property Damage Crash,677
14,Worcester,Fatal Crash,2
14,Worcester,Injury Crash,204
14,Worcester,Property Damage Crash,356
15,Allegany,Fatal Crash,5
15,Allegany,Injury Crash,118
15,Allegany,Property Damage Crash,233
15,Anne Arundel,Fatal Crash,19
15,Anne Arundel,Injury Crash,1616
15,Anne Arundel,Property Damage Crash,3553
15,Baltimore,Fatal Crash,17
15,Baltimore,Injury Crash,2535
15,Baltimore,Property Damage Crash,7855
15,Baltimore City,Fatal Crash,3
15,Baltimore City,Injury Crash,2836
15,Baltimore City,Property Damage Crash,6144
15,Calvert,Fatal Crash,3
15,Calvert,Injury Crash,189
15,Calvert,Property Damage Crash,349
15,Caroline,Fatal Crash,1
15,Caroline,Injury Crash,85
15,Caroline,Property Damage Crash,150
15,Carroll,Fatal Crash,5
15,Carroll,Injury Crash,311
15,Carroll,Property Damage Crash,751
15,Cecil,Fatal Crash,8
15,Cecil,Injury Crash,257
15,Cecil,Property Damage Crash,508
15,Charles,Fatal Crash,12
15,Charles,Injury Crash,471
15,Charles,Property Damage Crash,910
15,Dorchester,Fatal Crash,2
15,Dorchester,Injury Crash,104
15,Dorchester,Property Damage Crash,123
15,Frederick,Fatal Crash,12
15,Frederick,Injury Crash,610
15,Frederick,Property Damage Crash,1257
15,Garrett,Fatal Crash,4
15,Garrett,Injury Crash,88
15,Garrett,Property Damage Crash,153
15,Harford,Fatal Crash,5
15,Harford,Injury Crash,514
15,Harford,Property Damage Crash,1232
15,Howard,Fatal Crash,5
15,Howard,Injury Crash,484
15,Howard,Property Damage Crash,1414
15,Kent,Fatal Crash,2
15,Kent,Injury Crash,31
15,Kent,Property Damage Crash,65
15,Montgomery,Fatal Crash,13
15,Montgomery,Injury Crash,2089
15,Montgomery,Property Damage Crash,4204
15,Prince Georges,Fatal Crash,18
15,Prince Georges,Injury Crash,2155
15,Prince Georges,Property Damage Crash,6149
15,Queen Annes,Fatal Crash,5
15,Queen Annes,Injury Crash,119
15,Queen Annes,Property Damage Crash,239
15,Somerset,Fatal Crash,2
15,Somerset,Injury Crash,75
15,Somerset,Property Damage Crash,88
15,St. Marys,Fatal Crash,4
15,St. Marys,Injury Crash,341
15,St. Marys,Property Damage Crash,508
15,Talbot,Fatal Crash,3
15,Talbot,Injury Crash,138
15,Talbot,Property Damage Crash,269
15,Washington,Fatal Crash,7
15,Washington,Injury Crash,421
15,Washington,Property Damage Crash,875
15,Wicomico,Fatal Crash,4
15,Wicomico,Injury Crash,396
15,Wicomico,Property Damage Crash,686
15,Worcester,Fatal Crash,2
15,Worcester,Injury Crash,213
15,Worcester,Property Damage Crash,418
16,Allegany,Fatal Crash,4
16,Allegany,Injury Crash,112
16,Allegany,Property Damage Crash,229
16,Anne Arundel,Fatal Crash,14
16,Anne Arundel,Injury Crash,1744
16,Anne Arundel,Property Damage Crash,3632
16,Baltimore,Fatal Crash,14
16,Baltimore,Injury Crash,2457
16,Baltimore,Property Damage Crash,7924
16,Baltimore City,Fatal Crash,9
16,Baltimore City,Injury Crash,2692
16,Baltimore City,Property Damage Crash,5843
16,Calvert,Fatal Crash,5
16,Calvert,Injury Crash,199
16,Calvert,Property Damage Crash,371
16,Caroline,Fatal Crash,2
16,Caroline,Injury Crash,81
16,Caroline,Property Damage Crash,150
16,Carroll,Fatal Crash,5
16,Carroll,Injury Crash,325
16,Carroll,Property Damage Crash,775
16,Cecil,Fatal Crash,5
16,Cecil,Injury Crash,296
16,Cecil,Property Damage Crash,545
16,Charles,Fatal Crash,5
16,Charles,Injury Crash,477
16,Charles,Property Damage Crash,964
16,Dorchester,Fatal Crash,3
16,Dorchester,Injury Crash,114
16,Dorchester,Property Damage Crash,146
16,Frederick,Fatal Crash,8
16,Frederick,Injury Crash,584
16,Frederick,Property Damage Crash,1142
16,Garrett,Injury Crash,86
16,Garrett,Property Damage Crash,142
16,Harford,Fatal Crash,7
16,Harford,Injury Crash,560
16,Harford,Property Damage Crash,1217
16,Howard,Fatal Crash,6
16,Howard,Injury Crash,512
16,Howard,Property Damage Crash,1516
16,Kent,Injury Crash,38
16,Kent,Property Damage Crash,61
16,Montgomery,Fatal Crash,10
16,Montgomery,Injury Crash,2080
16,Montgomery,Property Damage Crash,4343
16,Prince Georges,Fatal Crash,19
16,Prince Georges,Injury Crash,2156
16,Prince Georges,Property Damage Crash,6455
16,Queen Annes,Fatal Crash,2
16,Queen Annes,Injury Crash,108
16,Queen Annes,Property Damage Crash,258
16,Somerset,Fatal Crash,1
16,Somerset,Injury Crash,54
16,Somerset,Property Damage Crash,91
16,St. Marys,Fatal Crash,5
16,St. Marys,Injury Crash,355
16,St. Marys,Property Damage Crash,587
16,Talbot,Fatal Crash,4
16,Talbot,Injury Crash,145
16,Talbot,Property Damage Crash,256
16,Washington,Fatal Crash,2
16,Washington,Injury Crash,455
16,Washington,Property Damage Crash,955
16,Wicomico,Fatal Crash,4
16,Wicomico,Injury Crash,429
16,Wicomico,Property Damage Crash,665
16,Worcester,Fatal Crash,3
16,Worcester,Injury Crash,208
16,Worcester,Property Damage Crash,424
17,Allegany,Fatal Crash,5
17,Allegany,Injury Crash,98
17,Allegany,Property Damage Crash,144
17,Anne Arundel,Fatal Crash,16
17,Anne Arundel,Injury Crash,1740
17,Anne Arundel,Property Damage Crash,3733
17,Baltimore,Fatal Crash,22
17,Baltimore,Injury Crash,2621
17,Baltimore,Property Damage Crash,8005
17,Baltimore City,Fatal Crash,5
17,Baltimore City,Injury Crash,2711
17,Baltimore City,Property Damage Crash,6349
17,Calvert,Fatal Crash,6
17,Calvert,Injury Crash,211
17,Calvert,Property Damage Crash,391
17,Caroline,Injury Crash,72
17,Caroline,Property Damage Crash,154
17,Carroll,Fatal Crash,4
17,Carroll,Injury Crash,299
17,Carroll,Property Damage Crash,762
17,Cecil,Fatal Crash,7
17,Cecil,Injury Crash,259
17,Cecil,Property Damage Crash,522
17,Charles,Fatal Crash,5
17,Charles,Injury Crash,441
17,Charles,Property Damage Crash,975
17,Dorchester,Fatal Crash,1
17,Dorchester,Injury Crash,97
17,Dorchester,Property Damage Crash,145
17,Frederick,Fatal Crash,9
17,Frederick,Injury Crash,617
17,Frederick,Property Damage Crash,1278
17,Garrett,Fatal Crash,1
17,Garrett,Injury Crash,91
17,Garrett,Property Damage Crash,136
17,Harford,Fatal Crash,8
17,Harford,Injury Crash,586
17,Harford,Property Damage Crash,1351
17,Howard,Fatal Crash,8
17,Howard,Injury Crash,501
17,Howard,Property Damage Crash,1611
17,Kent,Fatal Crash,3
17,Kent,Injury Crash,31
17,Kent,Property Damage Crash,65
17,Montgomery,Fatal Crash,14
17,Montgomery,Injury Crash,2309
17,Montgomery,Property Damage Crash,4306
17,Prince Georges,Fatal Crash,22
17,Prince Georges,Injury Crash,2207
17,Prince Georges,Property Damage Crash,6833
17,Queen Annes,Fatal Crash,2
17,Queen Annes,Injury Crash,126
17,Queen Annes,Property Damage Crash,255
17,Somerset,Fatal Crash,2
17,Somerset,Injury Crash,42
17,Somerset,Property Damage Crash,95
17,St. Marys,Fatal Crash,5
17,St. Marys,Injury Crash,311
17,St. Marys,Property Damage Crash,533
17,Talbot,Fatal Crash,1
17,Talbot,Injury Crash,108
17,Talbot,Property Damage Crash,223
17,Washington,Fatal Crash,6
17,Washington,Injury Crash,410
17,Washington,Property Damage Crash,883
17,Wicomico,Fatal Crash,2
17,Wicomico,Injury Crash,427
17,Wicomico,Property Damage Crash,756
17,Worcester,Fatal Crash,8
17,Worcester,Injury Crash,197
17,Worcester,Property Damage Crash,415
18,Allegany,Fatal Crash,1
18,Allegany,Injury Crash,93
18,Allegany,Property Damage Crash,164
18,Anne Arundel,Fatal Crash,13
18,Anne Arundel,Injury Crash,1372
18,Anne Arundel,Property Damage Crash,2910
18,Baltimore,Fatal Crash,12
18,Baltimore,Injury Crash,2188
18,Baltimore,Property Damage Crash,6800
18,Baltimore City,Fatal Crash,5
18,Baltimore City,Injury Crash,2359
18,Baltimore City,Property Damage Crash,5253
18,Calvert,Fatal Crash,3
18,Calvert,Injury Crash,147
18,Calvert,Property Damage Crash,290
18,Caroline,Fatal Crash,5
18,Caroline,Injury Crash,66
18,Caroline,Property Damage Crash,135
18,Carroll,Fatal Crash,7
18,Carroll,Injury Crash,233
18,Carroll,Property Damage Crash,599
18,Cecil,Fatal Crash,7
18,Cecil,Injury Crash,214
18,Cecil,Property Damage Crash,505
18,Charles,Fatal Crash,8
18,Charles,Injury Crash,369
18,Charles,Property Damage Crash,772
18,Dorchester,Fatal Crash,1
18,Dorchester,Injury Crash,80
18,Dorchester,Property Damage Crash,114
18,Frederick,Fatal Crash,9
18,Frederick,Injury Crash,486
18,Frederick,Property Damage Crash,987
18,Garrett,Injury Crash,71
18,Garrett,Property Damage Crash,117
18,Harford,Fatal Crash,6
18,Harford,Injury Crash,431
18,Harford,Property Damage Crash,987
18,Howard,Fatal Crash,6
18,Howard,Injury Crash,428
18,Howard,Property Damage Crash,1232
18,Kent,Fatal Crash,3
18,Kent,Injury Crash,31
18,Kent,Property Damage Crash,63
18,Montgomery,Fatal Crash,17
18,Montgomery,Injury Crash,2056
18,Montgomery,Property Damage Crash,3765
18,Prince Georges,Fatal Crash,28
18,Prince Georges,Injury Crash,2085
18,Prince Georges,Property Damage Crash,6253
18,Queen Annes,Fatal Crash,2
18,Queen Annes,Injury Crash,97
18,Queen Annes,Property Damage Crash,238
18,Somerset,Fatal Crash,5
18,Somerset,Injury Crash,33
18,Somerset,Property Damage Crash,79
18,St. Marys,Fatal Crash,5
18,St. Marys,Injury Crash,234
18,St. Marys,Property Damage Crash,392
18,Talbot,Fatal Crash,2
18,Talbot,Injury Crash,89
18,Talbot,Property Damage Crash,162
18,Washington,Fatal Crash,8
18,Washington,Injury Crash,324
18,Washington,Property Damage Crash,695
18,Wicomico,Fatal Crash,2
18,Wicomico,Injury Crash,309
18,Wicomico,Property Damage Crash,581
18,Worcester,Fatal Crash,1
18,Worcester,Injury Crash,142
18,Worcester,Property Damage Crash,383
19,Allegany,Fatal Crash,3
19,Allegany,Injury Crash,71
19,Allegany,Property Damage Crash,123
19,Anne Arundel,Fatal Crash,15
19,Anne Arundel,Injury Crash,1005
19,Anne Arundel,Property Damage Crash,2135
19,Baltimore,Fatal Crash,17
19,Baltimore,Injury Crash,1585
19,Baltimore,Property Damage Crash,5175
19,Baltimore City,Injury Crash,1963
19,Baltimore City,Property Damage Crash,4228
19,Calvert,Fatal Crash,1
19,Calvert,Injury Crash,98
19,Calvert,Property Damage Crash,252
19,Caroline,Fatal Crash,1
19,Caroline,Injury Crash,44
19,Caroline,Property Damage Crash,94
19,Carroll,Fatal Crash,5
19,Carroll,Injury Crash,155
19,Carroll,Property Damage Crash,411
19,Cecil,Fatal Crash,12
19,Cecil,Injury Crash,187
19,Cecil,Property Damage Crash,375
19,Charles,Fatal Crash,12
19,Charles,Injury Crash,283
19,Charles,Property Damage Crash,673
19,Dorchester,Fatal Crash,1
19,Dorchester,Injury Crash,52
19,Dorchester,Property Damage Crash,93
19,Frederick,Fatal Crash,3
19,Frederick,Injury Crash,359
19,Frederick,Property Damage Crash,701
19,Garrett,Fatal Crash,1
19,Garrett,Injury Crash,50
19,Garrett,Property Damage Crash,105
19,Harford,Fatal Crash,6
19,Harford,Injury Crash,323
19,Harford,Property Damage Crash,675
19,Howard,Fatal Crash,9
19,Howard,Injury Crash,316
19,Howard,Property Damage Crash,894
19,Kent,Injury Crash,19
19,Kent,Property Damage Crash,59
19,Montgomery,Fatal Crash,12
19,Montgomery,Injury Crash,1486
19,Montgomery,Property Damage Crash,2729
19,Prince Georges,Fatal Crash,46
19,Prince Georges,Injury Crash,1772
19,Prince Georges,Property Damage Crash,5208
19,Queen Annes,Fatal Crash,1
19,Queen Annes,Injury Crash,73
19,Queen Annes,Property Damage Crash,171
19,Somerset,Injury Crash,28
19,Somerset,Property Damage Crash,82
19,St. Marys,Fatal Crash,5
19,St. Marys,Injury Crash,196
19,St. Marys,Property Damage Crash,338
19,Talbot,Injury Crash,58
19,Talbot,Property Damage Crash,129
19,Washington,Fatal Crash,9
19,Washington,Injury Crash,246
19,Washington,Property Damage Crash,505
19,Wicomico,Fatal Crash,4
19,Wicomico,Injury Crash,218
19,Wicomico,Property Damage Crash,438
19,Worcester,Fatal Crash,3
19,Worcester,Injury Crash,134
19,Worcester,Property Damage Crash,317
20,Allegany,Injury Crash,51
20,Allegany,Property Damage Crash,129
20,Anne Arundel,Fatal Crash,17
20,Anne Arundel,Injury Crash,867
20,Anne Arundel,Property Damage Crash,1850
20,Baltimore,Fatal Crash,20
20,Baltimore,Injury Crash,1411
20,Baltimore,Property Damage Crash,4412
20,Baltimore City,Fatal Crash,8
20,Baltimore City,Injury Crash,1675
20,Baltimore City,Property Damage Crash,3703
20,Calvert,Fatal Crash,4
20,Calvert,Injury Crash,92
20,Calvert,Property Damage Crash,238
20,Caroline,Fatal Crash,2
20,Caroline,Injury Crash,38
20,Caroline,Property Damage Crash,90
20,Carroll,Fatal Crash,4
20,Carroll,Injury Crash,138
20,Carroll,Property Damage Crash,352
20,Cecil,Fatal Crash,6
20,Cecil,Injury Crash,163
20,Cecil,Property Damage Crash,353
20,Charles,Fatal Crash,11
20,Charles,Injury Crash,256
20,Charles,Property Damage Crash,617
20,Dorchester,Fatal Crash,1
20,Dorchester,Injury Crash,41
20,Dorchester,Property Damage Crash,75
20,Frederick,Fatal Crash,6
20,Frederick,Injury Crash,249
20,Frederick,Property Damage Crash,604
20,Garrett,Fatal Crash,1
20,Garrett,Injury Crash,33
20,Garrett,Property Damage Crash,97
20,Harford,Fatal Crash,6
20,Harford,Injury Crash,284
20,Harford,Property Damage Crash,613
20,Howard,Fatal Crash,4
20,Howard,Injury Crash,254
20,Howard,Property Damage Crash,754
20,Kent,Fatal Crash,4
20,Kent,Injury Crash,18
20,Kent,Property Damage Crash,47
20,Montgomery,Fatal Crash,15
20,Montgomery,Injury Crash,1097
20,Montgomery,Property Damage Crash,2132
20,Prince Georges,Fatal Crash,44
20,Prince Georges,Injury Crash,1471
20,Prince Georges,Property Damage Crash,4325
20,Queen Annes,Fatal Crash,1
20,Queen Annes,Injury Crash,55
20,Queen Annes,Property Damage Crash,167
20,Somerset,Fatal Crash,1
20,Somerset,Injury Crash,20
20,Somerset,Property Damage Crash,55
20,St. Marys,Fatal Crash,6
20,St. Marys,Injury Crash,170
20,St. Marys,Property Damage Crash,299
20,Talbot,Injury Crash,53
20,Talbot,Property Damage Crash,121
20,Washington,Fatal Crash,4
20,Washington,Injury Crash,205
20,Washington,Property Damage Crash,466
20,Wicomico,Fatal Crash,6
20,Wicomico,Injury Crash,200
20,Wicomico,Property Damage Crash,395
20,Worcester,Fatal Crash,6
20,Worcester,Injury Crash,125
20,Worcester,Property Damage Crash,310
21,Allegany,Fatal Crash,2
21,Allegany,Injury Crash,45
21,Allegany,Property Damage Crash,122
21,Anne Arundel,Fatal Crash,21
21,Anne Arundel,Injury Crash,708
21,Anne Arundel,Property Damage Crash,1702
21,Baltimore,Fatal Crash,20
21,Baltimore,Injury Crash,1170
21,Baltimore,Property Damage Crash,3987
21,Baltimore City,Fatal Crash,9
21,Baltimore City,Injury Crash,1585
21,Baltimore City,Property Damage Crash,3611
21,Calvert,Fatal Crash,4
21,Calvert,Injury Crash,76
21,Calvert,Property Damage Crash,166
21,Caroline,Fatal Crash,1
21,Caroline,Injury Crash,29
21,Caroline,Property Damage Crash,102
21,Carroll,Fatal Crash,5
21,Carroll,Injury Crash,113
21,Carroll,Property Damage Crash,302
21,Cecil,Fatal Crash,14
21,Cecil,Injury Crash,152
21,Cecil,Property Damage Crash,331
21,Charles,Fatal Crash,5
21,Charles,Injury Crash,235
21,Charles,Property Damage Crash,545
21,Dorchester,Fatal Crash,2
21,Dorchester,Injury Crash,43
21,Dorchester,Property Damage Crash,81
21,Frederick,Fatal Crash,6
21,Frederick,Injury Crash,272
21,Frederick,Property Damage Crash,552
21,Garrett,Fatal Crash,2
21,Garrett,Injury Crash,33
21,Garrett,Property Damage Crash,86
21,Harford,Fatal Crash,6
21,Harford,Injury Crash,234
21,Harford,Property Damage Crash,584
21,Howard,Fatal Crash,10
21,Howard,Injury Crash,227
21,Howard,Property Damage Crash,689
21,Kent,Injury Crash,8
21,Kent,Property Damage Crash,43
21,Montgomery,Fatal Crash,15
21,Montgomery,Injury Crash,994
21,Montgomery,Property Damage Crash,1997
21,Prince Georges,Fatal Crash,43
21,Prince Georges,Injury Crash,1382
21,Prince Georges,Property Damage Crash,4140
21,Queen Annes,Fatal Crash,3
21,Queen Annes,Injury Crash,50
21,Queen Annes,Property Damage Crash,154
21,Somerset,Injury Crash,19
21,Somerset,Property Damage Crash,55
21,St. Marys,Fatal Crash,9
21,St. Marys,Injury Crash,149
21,St. Marys,Property Damage Crash,303
21,Talbot,Fatal Crash,2
21,Talbot,Injury Crash,49
21,Talbot,Property Damage Crash,123
21,Washington,Fatal Crash,6
21,Washington,Injury Crash,161
21,Washington,Property Damage Crash,433
21,Wicomico,Fatal Crash,10
21,Wicomico,Injury Crash,162
21,Wicomico,Property Damage Crash,335
21,Worcester,Fatal Crash,3
21,Worcester,Injury Crash,129
21,Worcester,Property Damage Crash,330
22,Allegany,Injury Crash,42
22,Allegany,Property Damage Crash,87
22,Anne Arundel,Fatal Crash,20
22,Anne Arundel,Injury Crash,617
22,Anne Arundel,Property Damage Crash,1464
22,Baltimore,Fatal Crash,15
22,Baltimore,Injury Crash,1083
22,Baltimore,Property Damage Crash,3378
22,Baltimore City,Fatal Crash,7
22,Baltimore City,Injury Crash,1298
22,Baltimore City,Property Damage Crash,3164
22,Calvert,Fatal Crash,3
22,Calvert,Injury Crash,53
22,Calvert,Property Damage Crash,165
22,Caroline,Fatal Crash,2
22,Caroline,Injury Crash,27
22,Caroline,Property Damage Crash,101
22,Carroll,Fatal Crash,3
22,Carroll,Injury Crash,77
22,Carroll,Property Damage Crash,277
22,Cecil,Fatal Crash,8
22,Cecil,Injury Crash,93
22,Cecil,Property Damage Crash,278
22,Charles,Fatal Crash,9
22,Charles,Injury Crash,170
22,Charles,Property Damage Crash,513
22,Dorchester,Fatal Crash,2
22,Dorchester,Injury Crash,38
22,Dorchester,Property Damage Crash,99
22,Frederick,Fatal Crash,5
22,Frederick,Injury Crash,179
22,Frederick,Property Damage Crash,471
22,Garrett,Fatal Crash,3
22,Garrett,Injury Crash,30
22,Garrett,Property Damage Crash,94
22,Harford,Fatal Crash,5
22,Harford,Injury Crash,169
22,Harford,Property Damage Crash,490
22,Howard,Fatal Crash,8
22,Howard,Injury Crash,203
22,Howard,Property Damage Crash,596
22,Kent,Fatal Crash,1
22,Kent,Injury Crash,11
22,Kent,Property Damage Crash,33
22,Montgomery,Fatal Crash,12
22,Montgomery,Injury Crash,731
22,Montgomery,Property Damage Crash,1709
22,Prince Georges,Fatal Crash,52
22,Prince Georges,Injury Crash,1117
22,Prince Georges,Property Damage Crash,3478
22,Queen Annes,Fatal Crash,1
22,Queen Annes,Injury Crash,47
22,Queen Annes,Property Damage Crash,123
22,Somerset,Injury Crash,21
22,Somerset,Property Damage Crash,60
22,St. Marys,Fatal Crash,7
22,St. Marys,Injury Crash,112
22,St. Marys,Property Damage Crash,204
